Temperature_K_,Field_T_,FieldAngle_deg_,CriticalCurrent_A_,CriticalCurrentPerCmWidth_A_cm_,n_value
19.99,1,175,413.73,1034.33,24.8
20,1,170,415.18,1037.94,25.82
20,1,165,413.85,1034.61,24.67
20,1,160,415.54,1038.85,24.98
20,1,155,417.57,1043.92,24.97
20,1,150,419.96,1049.9,23.41
20,1,145,426.16,1065.4,23.13
20,1,140,437.89,1094.72,23.94
19.99,1,135,449.42,1123.55,22.79
20,1,130,468.48,1171.2,22.61
20,1,125,493.59,1233.98,22.53
19.99,1,120,529.98,1324.95,23.01
19.99,1,115,579.99,1449.98,23.79
20,1,110,651.51,1628.79,25.18
20,1,105,745.6,1864,24.21
20,1,102,822.4,2056.01,27.04
20,1,99,897.67,2244.17,28.8
19.99,1,88,954.39,2385.98,30.96
20,1,86,911.58,2278.96,29.57
19.99,1,84,859.97,2149.93,28.05
19.99,1,81,779.07,1947.67,25.5
20,1,78,707.83,1769.57,24.25
19.99,1,75,649.54,1623.84,23.25
19.99,1.001,70,579.29,1448.23,22.71
20,1,65,531.4,1328.5,22.55
19.99,1,60,494.77,1236.91,21.86
20,1,55,469.1,1172.74,22.1
20,1,50,451.19,1127.99,23.02
20,1,45,436.04,1090.11,22.84
20,1,40,426.83,1067.09,23.89
19.99,1,35,418.61,1046.52,23.23
19.99,1,30,414.01,1035.02,23.7
19.99,1,25,411.88,1029.69,24.08
19.99,1,20,411.44,1028.6,24.67
19.99,1,15,411.12,1027.79,24.61
19.99,1,10,412.2,1030.49,24.71
19.99,1,5,412.38,1030.96,24.88
19.99,0.7,240,640.7,1601.74,25.67
19.99,0.7,235,604.22,1510.54,25.61
20,0.7,230,576.28,1440.69,25.88
19.99,0.7,225,552.46,1381.14,25.04
20,0.7,220,534.81,1337.03,24.46
19.99,0.7,215,524.6,1311.5,26.21
20,0.7,210,514.8,1287.01,26.15
19.99,0.7,205,505.7,1264.26,25.04
20,0.7,200,501.3,1253.26,25.23
20,0.7,195,499.06,1247.65,25.43
19.99,0.7,190,497.91,1244.79,25.44
20,0.7,185,496.32,1240.79,24.68
20,0.7,180,496.45,1241.12,24.58
20,0.7,175,498.43,1246.08,25.1
20,0.7,170,499.29,1248.23,24.6
19.99,0.7,165,502.78,1256.94,25.32
20,0.7,160,505.14,1262.86,24.51
20,0.7,155,511.16,1277.91,25.24
20,0.7,150,516.42,1291.04,23.64
20,0.7,145,529.04,1322.59,24.97
20,0.7,140,541.39,1353.46,24.37
20,0.7,135,560.75,1401.87,25.04
20,0.7,130,585.52,1463.8,25.32
20,0.7,125,616.96,1542.39,25.17
20,0.7,120,656.72,1641.81,24.39
20,0.7,115,715.79,1789.48,26.21
20,0.7,110,787.96,1969.89,27.44
20,0.7,105,872.12,2180.31,28.84
20,0.7,102,918.03,2295.08,26.69
20,0.7,84,952.92,2382.31,30.96
19.99,0.7,81,899.18,2247.95,28.79
19.99,0.7,78,842.04,2105.1,26.93
19.99,0.699,75,790.9,1977.26,26.65
20,0.7,70,713.93,1784.81,24.87
19.99,0.7,65,657.77,1644.43,24.49
20,0.7,60,615.51,1538.77,24.47
20,0.7,55,582.54,1456.36,24.02
20,0.7,50,558.07,1395.18,24
19.99,0.7,45,539.55,1348.88,24.31
20,0.7,40,526.32,1315.8,24.4
19.99,0.7,35,515.6,1289,24.43
19.99,0.7,30,508.72,1271.8,24.87
19.99,0.7,25,503.8,1259.49,24.94
19.99,0.7,20,500.54,1251.35,25.02
20,0.7,15,499.21,1248.04,25.18
19.99,0.7,10,496.92,1242.3,24.66
19.99,0.7,5,498.63,1246.58,25.88
19.99,0.5,240,774.22,1935.56,27.57
20,0.5,235,730.99,1827.47,26.71
19.99,0.5,230,697.85,1744.64,26.67
20,0.5,225,669.91,1674.77,26.28
19.99,0.5,220,647.44,1618.6,25.95
20,0.5,215,632.07,1580.19,26.52
20,0.5,210,618.29,1545.74,26.28
19.99,0.5,205,607.18,1517.94,25.45
19.99,0.5,200,599.3,1498.26,25.32
19.99,0.5,195,594.85,1487.12,25.54
20,0.5,190,592.7,1481.74,25.79
20,0.5,185,592.38,1480.96,26.26
19.99,0.5,180,592.86,1482.14,26.2
19.99,0.5,175,593.97,1484.92,25.78
19.99,0.5,170,597.5,1493.74,25.74
19.99,0.5,165,601.72,1504.3,25.61
19.99,0.5,160,606.91,1517.27,25.03
19.99,0.5,155,615.71,1539.28,25.57
19.99,0.5,150,626.76,1566.89,25.79
19.99,0.5,145,639.97,1599.94,25.6
20,0.5,140,657.28,1643.2,25.35
20,0.5,135,679.7,1699.26,25.46
20,0.5,130,709.02,1772.54,25.95
20,0.5,125,742.62,1856.56,25.57
20,0.5,120,789.73,1974.33,27.18
20,0.5,115,840.72,2101.81,26.68
19.99,0.5,110,899.46,2248.66,26.89
20,0.5,78,948.96,2372.4,30.92
19.99,0.5,75,913.41,2283.52,30.83
19.99,0.5,70,846.89,2117.22,27.61
19.99,0.5,65,791.02,1977.56,27.12
19.99,0.5,60,743.13,1857.82,25.93
19.99,0.5,55,705.93,1764.82,25.73
19.99,0.5,50,677.84,1694.6,25.79
19.99,0.5,45,654.44,1636.09,25.8
19.99,0.5,40,637.52,1593.8,26.26
19.99,0.5,35,621.81,1554.54,25.29
19.99,0.5,30,611.95,1529.87,25.27
19.99,0.5,25,604.5,1511.25,25.54
19.99,0.5,20,598.08,1495.21,24.95
19.99,0.5,15,597.43,1493.57,26.52
19.99,0.5,10,593.58,1483.94,25.6
19.99,0.5,5,593.43,1483.58,26.4
20,0.3,240,956.95,2392.38,31.05
20,0.3,235,923.02,2307.54,29.23
20,0.3,230,895.13,2237.82,30.46
20,0.3,225,863.3,2158.24,27.65
20,0.3,220,840.32,2100.8,28.32
20,0.3,215,820.71,2051.77,28.1
20,0.3,210,804.14,2010.36,28.35
20,0.3,205,790.6,1976.5,27.91
19.99,0.3,200,780.83,1952.08,27.88
19.99,0.3,195,774.2,1935.51,28.24
20,0.3,190,765.63,1914.08,26.1
19.99,0.3,185,767.22,1918.05,28.24
19.99,0.3,180,767.23,1918.07,28.42
19.99,0.3,175,771.44,1928.6,29.08
20,0.3,170,777.62,1944.04,29.9
20,0.3,165,780.12,1950.29,28.07
20,0.3,160,792.37,1980.91,29.42
19.99,0.3,155,802.53,2006.33,29.08
20,0.3,150,815.97,2039.91,28.18
20,0.3,145,831.85,2079.62,28.17
20,0.3,140,854.32,2135.79,29.98
20,0.3,135,877.35,2193.38,29.89
20,0.3,130,902.37,2255.93,29.08
20,0.3,125,932.88,2332.2,31.09
20,0.3,60,934.73,2336.83,31.89
20,0.3,55,902.49,2256.22,30.5
20,0.3,50,873.66,2184.15,30.46
20,0.3,45,846.97,2117.44,28.81
20,0.3,40,826.74,2066.84,29.08
20,0.3,35,808.31,2020.78,28.01
19.99,0.299,30,794.39,1985.97,27.98
19.99,0.3,25,782.92,1957.29,27.17
19.99,0.3,20,775.98,1939.95,27.6
19.99,0.3,15,772.23,1930.58,28.63
19.98,0.3,10,766.24,1915.59,27.1
19.99,0.3,5,765.23,1913.07,27.43
20,0.2,215,955.54,2388.84,30.93
20,0.2,210,943.4,2358.5,30.95
20,0.2,205,933.89,2334.73,32.53
20,0.2,200,922.7,2306.76,30.57
20,0.2,195,917.17,2292.94,31.65
20,0.2,190,912.71,2281.76,32.05
20,0.2,185,910.96,2277.41,32.63
20,0.2,180,911.08,2277.7,32.47
20,0.2,175,913.19,2282.96,32.81
20.01,0.2,170,916.08,2290.19,32.12
20,0.2,165,923.34,2308.34,32.35
20,0.2,160,931.7,2329.24,33.48
20,0.2,155,940.24,2350.6,32.62
20,0.2,150,954.21,2385.52,34.57
20,0.2,40,959.25,2398.12,33.4
20,0.2,35,943,2357.5,31.48
20,0.2,30,933.07,2332.67,32.62
20,0.2,25,922.35,2305.89,31.05
19.99,0.2,20,914.09,2285.24,30.72
19.99,0.2,15,912.5,2281.25,32.1
19.99,0.2,10,911.05,2277.62,32.74
19.99,0.2,5,904.82,2262.06,29.32
25.01,7,240,115.21,288.04,18.25
25.01,7,235,113.62,284.06,20.24
25.01,7,230,112.89,282.22,22.36
25.01,7,225,112.24,280.59,23.7
25,7,220,111.9,279.75,24.05
25,7,215,111.95,279.87,24.02
25.01,7,210,112.98,282.45,25.29
25,7,205,114.18,285.45,25.69
25,7,200,116.22,290.55,26.03
25,7,195,118.17,295.43,24.17
25,7,190,121.2,303.01,24.5
25,7,185,124.06,310.15,24.26
25.01,7,180,125,312.51,23.39
25,7,175,123.9,309.76,23.91
25,7,170,121.06,302.65,24
25,7,165,117.71,294.28,23.8
25,7,160,114.65,286.63,23.56
25,7,155,112.33,280.82,23.67
25,7,150,110.64,276.61,23.88
25,7,145,109.26,273.15,22.86
25,7,140,109.48,273.71,24.1
25.01,7,135,109.3,273.25,22.12
25.01,7,130,111.14,277.86,22.78
25.01,7,125,114.24,285.61,23.35
25.01,7,120,118.95,297.38,23.12
25.01,7,115,126.41,316.04,22.77
25.01,7,110,138.57,346.41,21.4
25,7,105,155.14,387.84,14.94
25,7,102,180.52,451.3,14.07
25,7,99,235.19,587.98,14.18
24.99,7,96,378.21,945.52,17.55
25,7,94,602.48,1506.19,26.77
25,7,92,582.16,1455.39,17.94
25,7,90,349.99,874.97,13.61
24.99,7,88,253.63,634.08,12.88
25,7,86,206.44,516.09,13.03
24.99,7,84,179.8,449.5,13.49
24.99,7,81,161.88,404.7,18.3
25,7,78,147.49,368.72,19.34
25,7,75,135.69,339.21,17.32
25.01,7,70,128.71,321.78,22.28
25.01,7,65,122.09,305.23,23.25
25.01,7,60,117.15,292.87,22.95
25,7,55,112.69,281.72,20.49
24.99,7,50,111.06,277.64,21.2
24.99,7,45,109.94,274.85,21.42
25.01,7,40,108.69,271.71,20.19
25.01,7,35,108.62,271.55,19.59
25,7,30,110.42,276.04,21.38
24.99,7,25,112.25,280.62,22.11
25,7,20,114.25,285.61,21.76
24.99,7,15,117.02,292.56,21.68
24.99,7,10,121,302.49,22.39
24.99,7,5,123.59,308.97,21.86
25,5,240,141.71,354.27,19.02
25,5,235,137.77,344.42,20.43
25.01,5,230,134.95,337.38,20.93
25,5,225,133.4,333.49,21.83
25,5,220,132.45,331.13,21.86
25,5,215,132.41,331.02,22.12
25,5,210,133.55,333.89,23.16
25,5,205,135.65,339.14,24.59
25,5,200,137.6,344,23.96
25,5,195,140.99,352.49,24.79
25,5,190,144.61,361.53,24.43
25,5,185,147.91,369.78,24.22
25,5,180,149.03,372.57,23.37
25,5,175,147.46,368.65,23.67
25,5,170,143.53,358.82,23.02
25,5,165,139.28,348.2,22.51
25,5,160,135.86,339.65,23.07
25,5,155,132.74,331.85,22.6
25,5,150,130.08,325.2,21.24
24.99,5,145,129.42,323.54,21.92
25,5,140,129.07,322.67,21.24
24.99,5,135,129.64,324.1,20.04
25,5,130,132.16,330.41,19.69
25.01,5,125,136.36,340.89,19.33
25,5,120,142.33,355.82,17.95
25,5,115,151.93,379.82,16.78
24.99,5,110,168.18,420.44,16.11
24.99,5,105,196.86,492.15,14.68
25,5,102,230.78,576.95,14.57
25,5,99,294.63,736.57,14.81
24.99,5,96,443.44,1108.6,18.05
24.99,5,94,633.6,1584.01,25.49
24.99,5,92,675.12,1687.81,21.78
24.99,5,90,462.2,1155.49,15.06
24.99,5,88,336.63,841.57,13.59
24.99,5,86,273.49,683.73,13.62
24.99,5,84,235.8,589.5,13.68
25,5,81,202.88,507.21,14.23
24.99,5,78,182.47,456.17,14.67
25,5,75,169.52,423.81,15.63
25,5,70,154.94,387.35,16.66
25.01,5,65,145.32,363.31,17.4
25,5,60,139.31,348.26,18.51
24.99,5,55,134.72,336.79,18.78
25,5,50,132.31,330.77,19.93
24.99,5,45,130.18,325.46,19.71
24.99,5,40,128.81,322.01,19.32
25,5,35,128.89,322.22,19.55
25,5,30,130.59,326.46,20.34
25.01,5,25,132.68,331.69,20.9
24.99,5,20,135.81,339.52,21.9
24.99,5,15,139,347.49,21.1
24.99,5,10,144.04,360.09,22.66
24.99,5,5,148.22,370.55,23.61
24.99,3,240,195.89,489.74,17.6
25,3,235,188.47,471.18,18.71
24.99,3,230,182.63,456.57,18.92
25,3,225,178.71,446.79,19.23
25,3,220,176.86,442.14,19.86
25,3,215,175.82,439.54,19.95
25,3,210,176.46,441.16,20.76
25,3,205,178.07,445.17,21.13
25,3,200,180.78,451.95,21.69
25,3,195,184.15,460.39,21.95
25,3,190,188.7,471.74,22.88
25,3,185,192.41,481.01,23.23
25,3,180,193.51,483.77,23.02
25,3,175,191.92,479.81,23.32
25,3,170,187.25,468.13,21.96
25,3,165,183.12,457.79,22.14
24.99,3,160,178.71,446.77,21.35
25,3,155,175.13,437.83,20.37
25,3,150,173.03,432.56,19.98
25,3,145,172.32,430.79,19.41
25,3,140,173.62,434.05,19.55
25,3,135,175.91,439.77,18.79
25.01,3,130,179.87,449.68,17.67
25,3,125,187.41,468.53,17.14
24.99,3,120,198.76,496.9,16.82
24.99,3,115,215.82,539.55,16.56
25,3,110,241.79,604.46,15.98
25,3,105,286.41,716.02,15.43
24.99,3,102,334.9,837.25,15.82
24.99,3,99,416.91,1042.29,16.58
24.99,3,96,573.65,1434.13,20.35
25,3,94,705.71,1764.27,24.77
24.99,3,92,745.62,1864.05,24.84
25,3,90,631.54,1578.86,19.25
25,3,88,492.64,1231.61,15.96
24.99,3,86,403.78,1009.46,15.14
25,3,84,348.38,870.95,14.65
24.99,3,81,297.96,744.9,14.89
24.99,3,78,265.89,664.71,15.18
24.99,3,75,243.68,609.2,15.37
24.99,3,70,218.81,547.02,16.03
25,3,65,202.82,507.04,16.8
24.99,3,60,191.29,478.22,17.09
24.99,3,55,183.98,459.94,18.07
25,3,50,178.36,445.89,18.21
25,3,45,174.74,436.84,18.53
24.99,3,40,172.73,431.84,19.08
25,3,35,171.49,428.73,18.72
25,3,30,172.75,431.89,19.73
25,3,25,174.73,436.83,19.92
24.99,3,20,177.81,444.53,20.34
24.99,3,15,182.7,456.75,21.73
24.99,3,10,187.16,467.89,21.61
24.99,3,5,191.53,478.83,22.46
25,2,240,257.58,643.94,17.43
25,2,235,245.77,614.43,18.15
24.99,2,230,237.27,593.19,18.64
24.99,2,225,230.99,577.47,18.71
25,2,220,227.09,567.73,19.19
25,2,215,225.67,564.16,20.25
25,2,210,224.93,562.31,20.37
25,2,205,226.02,565.05,21.05
25,2,200,228.38,570.94,21.75
25,2,195,232.13,580.31,22.58
24.99,2,190,235.43,588.56,22.63
25,2,185,238.47,596.18,22.91
25,2,180,239.18,597.96,22.22
24.99,2,175,238.52,596.31,23.05
25,2,170,234.71,586.78,22.1
24.99,2,165,230.49,576.23,21.5
25,2,160,226.45,566.13,20.63
25,2,155,223.48,558.69,19.96
25,2,150,221.8,554.51,19.26
25,2,145,221.99,554.97,18.85
25,2,140,223.93,559.82,18.17
25,2,135,228.22,570.55,17.67
25,2,130,236.32,590.81,17.84
25.01,2,125,246.66,616.64,17.13
25,2,120,263.47,658.68,17.17
25,2,115,285.73,714.33,16.37
25,2,110,322,805.01,16.39
25,2,105,381.35,953.37,16.27
25,2,102,441.23,1103.07,16.87
25,2,99,537.31,1343.26,18.49
25,2,96,678.17,1695.41,22.82
25,2,94,763.1,1907.75,26.6
25,2,92,785.89,1964.72,26.22
24.99,1.999,90,729.42,1823.54,22.85
24.99,2,88,628.8,1571.99,19.49
24.99,2,86,532.25,1330.64,17.03
25,2,84,464.37,1160.93,16.25
24.99,2,81,398.03,995.08,16.18
25,2,78,354.41,886.03,16.05
24.99,2,75,324.15,810.38,16.2
24.99,2,70,289.95,724.87,16.54
24.99,2,65,266.92,667.3,16.84
24.99,2,60,251.07,627.66,17.48
24.99,2,55,239.21,598.02,17.53
24.99,2,50,231.62,579.04,18.27
24.99,2,45,226.02,565.04,18.56
24.99,2,40,222.29,555.72,18.77
25,2,35,221.25,553.12,19.76
25,2,30,220.86,552.14,19.8
24.99,2,25,222.25,555.63,20
24.99,2,20,225.87,564.68,21.13
24.99,2,15,229.64,574.1,21.4
24.99,2,10,234.28,585.7,22.11
24.98,2,5,237.54,593.86,22.45
24.99,1.5,240,313.23,783.08,18.29
25,1.5,235,297.81,744.52,18.8
25,1.5,230,286.57,716.43,19.24
24.99,1.5,225,277.54,693.85,18.92
25,1.5,220,272.5,681.26,19.64
25,1.5,215,269.53,673.83,20.23
25,1.5,210,267.56,668.89,20.27
25,1.5,205,267.93,669.83,20.93
25,1.5,200,269.66,674.15,21.52
24.99,1.5,195,273.04,682.59,22.73
24.99,1.5,190,275.89,689.71,22.69
25,1.5,185,277.92,694.8,22.55
25,1.5,180,278.91,697.27,22.4
24.99,1.5,175,278.35,695.87,22.4
24.99,1.5,170,275.87,689.68,22.19
25.01,1.5,165,272.85,682.11,22.11
24.99,1.5,160,268.84,672.11,20.81
25,1.5,155,267.04,667.59,20.36
25,1.5,150,265.96,664.9,19.55
24.99,1.5,145,267.25,668.13,19.22
25,1.5,140,270.13,675.33,18.42
25,1.5,135,276.4,691,18.2
25,1.5,130,286.33,715.82,17.98
25,1.5,125,300.39,750.96,17.85
25,1.5,120,319.64,799.09,17.29
25,1.5,115,348.58,871.46,17.12
25,1.5,110,391.85,979.62,17.19
24.99,1.5,105,463.34,1158.34,17.83
25,1.5,102,532.1,1330.24,18.76
25,1.5,99,628.38,1570.95,20.92
25,1.5,96,738.61,1846.53,23.65
25,1.5,94,795.33,1988.32,26.28
24.99,1.5,92,812.85,2032.11,27.04
24.99,1.5,90,779.5,1948.74,24.97
25,1.5,88,710.81,1777.02,22.27
25,1.5,86,629.01,1572.52,19.32
24.99,1.5,84,556.72,1391.81,17.63
24.99,1.5,81,480.49,1201.23,17.04
25,1.5,78,429.97,1074.92,17.26
25,1.5,75,392.92,982.3,16.84
25,1.5,70,351.23,878.08,17.13
25,1.5,65,322.88,807.2,17.25
24.99,1.5,60,303.36,758.39,17.6
24.99,1.5,55,289.13,722.83,18.13
24.98,1.5,50,278.14,695.34,18.07
25,1.5,45,271.76,679.4,18.77
25,1.5,40,266.38,665.94,18.77
24.99,1.5,35,264.93,662.33,19.86
25,1.5,30,264.25,660.62,20.09
25,1.5,25,265.06,662.64,20.58
24.99,1.5,20,267.54,668.84,20.83
24.99,1.5,15,271.34,678.35,21.8
24.99,1.5,10,274.89,687.22,22.01
24.99,1.5,5,277.67,694.18,22.28
25,1,240,408.23,1020.57,19.52
24.99,1,235,386.61,966.52,19.69
25,1,230,370.8,927.01,20.26
24.99,1,225,359.17,897.92,20.44
25,1,220,350.94,877.36,21.02
24.99,1,215,344.87,862.18,21.18
24.99,1,210,340.54,851.35,20.94
25,1,205,339.87,849.68,22
24.99,1,200,340.14,850.36,22.46
25.01,1,195,341.24,853.1,22.33
25,1,190,342.2,855.51,22.45
24.99,1,185,342.99,857.48,22.13
25.01,1,180,344.61,861.53,22.33
24.99,1,175,344.22,860.55,22.01
24.99,1,170,343.59,858.98,22.13
25,1,165,341.25,853.12,21.48
25,1,160,339.74,849.36,21.12
25,1,155,340.34,850.86,21.05
25,1,150,341.65,854.11,20.56
25,1,145,344.64,861.61,19.88
25,1,140,350.61,876.52,19.52
25,1,135,359.79,899.48,19.23
25,1,130,373.36,933.39,18.92
24.99,1,125,392.26,980.66,18.99
24.99,1,120,417.62,1044.05,18.41
24.99,1,115,455.22,1138.06,18.59
24.99,1,110,510.63,1276.57,19.37
25,1,105,592.43,1481.08,19.72
25,1,102,661.2,1653,20.99
25,1,99,739.07,1847.68,23.28
25,1,96,804.4,2010.99,24.54
25,1,94,834.6,2086.51,26.23
25,1,92,843.76,2109.41,26.36
25,1,90,829.52,2073.79,25.87
24.99,1,88,795.96,1989.89,24.88
24.99,1,86,744.06,1860.14,22.31
24.99,1,84,690.22,1725.55,21.02
25,1,81,613.34,1533.35,19.05
24.99,1,78,552.99,1382.47,18.55
24.99,1,75,508.22,1270.55,18.57
25,1,70,455.2,1138,18.45
25,1,65,418.11,1045.28,18.26
24.99,1,60,393.6,983.99,19
24.99,1,55,374.77,936.94,19.17
25,1,50,360.13,900.33,19
24.99,1,45,350.31,875.79,19.37
24.99,1,40,344.33,860.82,20.14
25,1,35,339.21,848.03,20.06
24.99,1,30,336.96,842.39,20.32
24.99,1,25,337.26,843.16,20.96
24.99,1.001,20,338.76,846.89,21.72
24.98,1,15,340.24,850.6,21.62
24.99,1,10,342.5,856.26,22.03
24.98,1,5,343.92,859.79,21.99
25,0.7,240,510.59,1276.46,20.69
25,0.7,235,482.82,1207.05,20.66
25,0.7,230,462.86,1157.15,21.31
25,0.7,225,446.26,1115.66,21.11
25,0.7,220,434.27,1085.67,21.17
25,0.7,215,426.07,1065.19,21.66
25,0.7,210,419.76,1049.39,21.87
25,0.7,205,416.07,1040.17,22.27
25,0.7,200,413.77,1034.41,22.61
24.99,0.7,195,413.15,1032.87,22.46
25,0.7,190,412.84,1032.11,22.55
25,0.7,185,412.52,1031.3,21.89
25,0.7,180,413.9,1034.76,22.14
25,0.7,175,417.64,1044.11,23.89
25,0.7,170,414.88,1037.21,21.75
25,0.7,165,416.84,1042.09,22.14
25,0.7,160,418.27,1045.68,22.14
25,0.7,155,420.61,1051.54,21.77
24.99,0.7,150,424.94,1062.34,21.56
24.99,0.7,145,430.64,1076.59,21.2
25,0.7,140,440.42,1101.05,21.13
25,0.7,135,452.43,1131.07,20.62
25,0.7,130,469.71,1174.29,20.32
24.99,0.7,125,491.29,1228.22,19.22
24.99,0.7,120,525.92,1314.79,20.15
25,0.7,115,571.25,1428.13,20.6
25,0.7,110,631.12,1577.8,20.83
25,0.7,105,708.93,1772.33,21.48
25,0.7,102,762.85,1907.14,22.85
25,0.7,99,814.14,2035.35,24.79
25,0.7,96,851.61,2129.02,25.74
25,0.7,94,868.74,2171.85,26.98
25,0.7,92,873.07,2182.69,26.81
25,0.7,90,866.84,2167.11,26.77
24.99,0.7,88,849.86,2124.64,26.24
24.99,0.7,86,821.2,2053,24.31
24.99,0.7,84,789.85,1974.62,24.1
24.99,0.7,81,733.99,1834.98,22.51
25,0.7,78,677.4,1693.49,20.75
24.99,0.7,75,630.2,1575.49,20.3
25,0.7,70,567.71,1419.27,19.81
25,0.7,65,523.18,1307.96,19.65
24.99,0.7,60,491.1,1227.74,19.88
25,0.7,55,468.05,1170.11,20.2
25,0.7,50,449.6,1124,20.04
25,0.7,45,437.39,1093.47,20.93
24.99,0.7,40,427.01,1067.53,20.71
25,0.7,35,421.19,1052.98,21.39
24.99,0.7,30,416.41,1041.02,21.28
24.99,0.7,25,412.98,1032.44,21.01
24.99,0.7,20,412.92,1032.3,21.55
24.99,0.7,15,414.12,1035.3,22.49
24.99,0.7,10,413.91,1034.78,22.24
24.99,0.7,5,415.35,1038.37,22.44
24.99,0.5,240,626.34,1565.84,22.21
25,0.5,235,591.97,1479.93,21.97
25,0.5,230,564.16,1410.39,21.47
25,0.5,225,544.66,1361.64,22.05
25,0.5,220,527.63,1319.08,21.74
24.99,0.5,215,515.51,1288.79,21.88
25,0.5,210,506.82,1267.06,21.99
25,0.5,205,499.27,1248.17,21.52
25,0.5,200,495.65,1239.13,22.15
24.99,0.5,195,493.84,1234.61,22.66
25,0.5,190,491.85,1229.63,22.21
25,0.5,185,493.18,1232.95,22.87
25,0.5,180,492.37,1230.94,22.17
24.99,0.5,175,495.15,1237.87,22.78
25,0.5,170,496.37,1240.92,21.98
24.99,0.5,165,501.13,1252.81,22.9
25,0.5,160,503.68,1259.21,22.21
25,0.5,155,509.35,1273.38,22.16
25,0.5,150,515.86,1289.66,21.76
24.99,0.5,145,525.13,1312.81,21.52
25,0.5,140,538.46,1346.14,21.62
25,0.5,135,554.28,1385.7,21.26
24.99,0.5,130,576.4,1441,21.33
25,0.5,125,605.2,1513,21.47
25,0.5,120,640.72,1601.81,21.05
25,0.5,115,686.84,1717.09,21.25
25,0.5,110,745.13,1862.83,22.88
25,0.5,105,804.26,2010.66,23.7
25,0.5,102,838.1,2095.24,24.31
25,0.5,99,870.47,2176.19,26.26
25,0.5,96,890.7,2226.74,26.64
25,0.5,94,897.1,2242.75,26.06
25,0.5,92,903.79,2259.47,28.19
25,0.5,90,897.69,2244.24,26.39
25,0.5,88,891.28,2228.2,27.06
25,0.5,86,876.03,2190.07,26.17
25,0.5,84,859.37,2148.41,26.13
25,0.5,81,823.88,2059.7,24.55
24.99,0.5,78,785.2,1963.01,23.47
24.99,0.5,75,749.13,1872.81,23.52
24.99,0.5,70,686.7,1716.74,21.68
24.99,0.5,65,637.71,1594.28,21.15
24.99,0.5,60,601.08,1502.7,21.25
24.99,0.5,55,571.54,1428.84,21.03
24.99,0.5,50,550.06,1375.15,21.46
24.99,0.5,45,532.43,1331.08,21.3
25,0.5,40,519.15,1297.87,21.31
24.99,0.5,35,510.12,1275.29,21.55
24.99,0.5,30,504.14,1260.34,22.12
24.99,0.5,25,498.46,1246.14,21.75
24.99,0.5,20,497.49,1243.73,22.5
24.99,0.5,15,494.1,1235.25,22.04
24.99,0.5,10,494.15,1235.37,22.43
24.99,0.5,5,494.89,1237.24,22.73
25,0.3,240,803.07,2007.68,25.32
25,0.3,235,771.42,1928.55,24.76
25,0.3,230,740.72,1851.8,23.5
25,0.3,225,716.98,1792.46,23.67
25,0.3,220,696.73,1741.82,23.66
25,0.3,215,678.57,1696.42,22.96
25,0.3,210,665.29,1663.24,22.87
25,0.3,205,655.13,1637.82,22.93
25,0.3,200,647.88,1619.69,23.38
25,0.3,195,643.18,1607.96,23.48
25,0.3,190,636.87,1592.17,22.35
25,0.3,185,638.18,1595.45,23.42
25,0.3,180,639.38,1598.44,23.31
25,0.3,175,641.45,1603.64,23.39
25,0.3,170,648.16,1620.39,24.4
24.99,0.3,165,653.66,1634.15,24.22
25,0.3,160,659.01,1647.53,23.41
25,0.3,155,670.03,1675.07,23.97
25,0.3,150,678.86,1697.16,22.93
25,0.3,145,693.11,1732.77,23.41
25,0.3,140,709.87,1774.68,23.22
25,0.3,135,730.97,1827.42,23.64
25,0.3,130,754.84,1887.1,24.2
25,0.3,125,781.39,1953.49,24.15
25,0.3,120,813.53,2033.84,25.54
25,0.3,115,842.18,2105.45,24.42
25,0.3,110,875.65,2189.14,25.35
25,0.3,105,908.4,2271.01,27.97
25,0.3,102,924.99,2312.47,29.23
25,0.3,99,934.45,2336.13,28.35
25,0.3,96,944.43,2361.08,29.88
25,0.3,94,947.65,2369.13,29.95
25,0.3,92,948.64,2371.61,29.74
25,0.3,90,947.46,2368.65,29.65
25,0.299,88,945.09,2362.74,29.85
25,0.3,86,937.61,2344.02,28.27
25.01,0.3,84,932.05,2330.14,28.62
25,0.3,81,918.13,2295.33,27.76
25,0.3,78,904.01,2260.02,28.65
25,0.3,75,883.2,2208,26.87
25,0.3,70,849.29,2123.21,26.68
25,0.3,65,814.22,2035.55,25.86
25,0.3,60,779.59,1948.99,24.79
25,0.3,55,748.64,1871.59,23.87
24.99,0.3,50,722.53,1806.33,22.98
24.99,0.3,45,701.44,1753.59,23.09
24.99,0.3,40,684.76,1711.91,23.25
25,0.3,35,670.96,1677.39,22.96
24.99,0.3,30,662.97,1657.43,24.15
24.99,0.3,25,653.26,1633.15,23.43
24.99,0.3,20,648.44,1621.11,24.24
24.99,0.3,15,641.06,1602.65,22.73
24.99,0.3,10,642.25,1605.63,23.84
24.99,0.3,5,640.3,1600.75,23.44
25,0.2,240,897.13,2242.83,26.89
25,0.2,235,879.49,2198.73,27.15
25,0.2,230,858.16,2145.4,26.25
25,0.2,225,842.03,2105.09,26.41
25,0.2,220,824.49,2061.23,26.04
25,0.2,215,807.45,2018.63,24.63
25,0.2,210,798.89,1997.22,26.19
25,0.2,205,785.43,1963.59,24.82
25,0.2,200,778.37,1945.93,25.04
25,0.2,195,773.91,1934.77,25.96
